smiles,is_toxic
COC(=O)C1C(OC(=O)c2ccccc2)CC2CCC1N2C,1
OC1(c2ccc(Cl)cc2)c2ccccc2C2=NCCN21,1
N=C(N)N=c1[nH]c(CSCCN=CNS(=O)(=O)c2ccc(Br)cc2)cs1,1
CCOCC(O)COc1ccc(NC(=O)CC[S](C)C)cc1,1
COC(=O)C1=C(C)N=C(C)C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],1
CN(Cc1cnc2[nH]c(=N)[nH]c(=N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,1
Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,1
NC(=O)N1c2ccccc2C=Cc2ccccc21,1
O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,1
CC1CCC2C(C)C(OC(=O)CCC(=O)O)OC3OC4(C)CCC1C32OO4,1
CCOC(=O)C(CCc1ccccc1)NC1CSC(c2cccs2)CN(CC(=O)O)C1=O,1
CN1C(=O)C(O)N=C(c2ccccc2Cl)c2cc(Cl)ccc21,1
CN(CCOc1ccc(Cc2sc(=O)[nH]c2O)cc1)c1ccccn1,1
Clc1ccc(C(OCCN2CCCCC2)c2ccccc2)cc1,1
CC(=O)N=c1sc(S(N)(=O)=O)nn1C,1
CC12CCC3C(CC=C4CC(O)CCC43C)C1CCC2=O,1
CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CCO,1
CC1(C)SC2C(NC(=O)C(C(=O)O)c3ccccc3)C(=O)N2C1C(=O)O,1
OCC1OC(n2cnc3c2N=CNCC3O)CC1O,1
CC12CCC3c4ccc(OC(=O)N(CCCl)CCCl)cc4CCC3C1CCC2O,1
COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,1
CC#CCC(C)C(O)C=CC1C(O)CC2CC(=CCCCC(=O)O)CC21,1
O=C(O)Cc1csc(-c2ccc(Cl)cc2)n1,1
C#CC1(O)CCC2C3C(C)C=C4CC(=O)CCC4C3CCC21C,1
CCC1(c2ccccc2)C(=O)NC(=O)N(C)C1=O,1
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(OC)CC(C)C(=O)C(C)C(O)C1(C)O,1
O=C(O)COc1ccc(C(=O)c2cccs2)c(Cl)c1Cl,1
Cc1nc(C)c2c(n1)N(Cc1ccc(-c3ccccc3-c3nn[nH]n3)cc1)C(=O)CC2,1
COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,1
O=C(O)C(S)C(S)C(=O)O,1
COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(O)C(OC)C2)CC(=O)C(C)=CC(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C1C,1
CC1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)CC(C)N1,1
COc1c(N2CC3CCCNC3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,1
CN1CCC(N=c2nc3c(=Nc4ccc(F)c(Cl)c4)[nH]cnc3c[nH]2)CC1,1
CC(C(=O)O)c1ccc(C(=O)c2ccccc2)s1,1
O=C1C=NC(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1,1
CC(=O)Oc1ccc(C(=C2CCCCC2)c2ccc(OC(C)=O)cc2)cc1,1
O=C(OCC(O)CO)c1ccccc1N=c1cc[nH]c2cc(Cl)ccc12,1
Cc1ccccc1C(=O)Nc1ccc(C(=O)N2CCCC(O)c3cc(Cl)ccc32)c(C)c1,1
CC12CCC(O)CC1=CCC1C2CCC2(C)C(c3cccnc3)=CCC12,1
NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O,1
CC(C)Cc1ccc(C(C)C(=O)O)cc1,1
CC(=O)C(NC(=O)C1CSSCC(NC(=O)C(N)Cc2ccc3ccccc3c2)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)NC(CCCCN)C(=O)NC(C(C)C)C(=O)N1)C(N)O,1
CCOC(=O)C(CCc1ccccc1)NC1CCCN2CCCC(C(=O)O)N2C1=O,1
CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(N)=O)C(O)C5(CC)C=CCN6CCC43C65)C2)C1,1
O=NN(CCCl)C(=O)NC1CCCCC1,1
CN1C(=O)C=NC(=C2CCCCC2)c2cc(Cl)ccc21,1
CC(N)C(=O)OC(C)(C)Cc1ccc(Cl)cc1,1
CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(C)O,1
CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,1
CCNC(=O)C1CCCN1C(=O)C(CCCNC(=N)N)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CO)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1cnc[nH]1)NC(=O)C1CCC(=O)N1,1
CCCCc1c(O)n(-c2ccc(O)cc2)n(-c2ccccc2)c1=O,1
CC(C)=CCOc1ccc(C=CC(=O)c2ccc(OCC=C(C)C)cc2OCC(=O)O)cc1,1
O=c1[nH]cc(F)c(=O)[nH]1,1
CCN(CC)CCOc1ccc(C(=C(Cl)c2ccccc2)c2ccccc2)cc1,1
CCc1c(C)cn(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCC(C)CC3)cc2)c1O,1
COC(=O)C(c1ccccc1Cl)N1CCc2sccc2C1,1
NC(=O)CN1CCCC1=O,1
CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1,1
Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,1
CC1C=CC=CC=CC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)CC(O)C(O)CCC(O)CC(O)CC(=O)OC(C)C(C)C1O)CC(O)C2C(=O)O,1
C=CCOc1ccc(CC(=O)O)cc1Cl,1
CC(C)Cc1ccc(CC(=O)O)cc1,1
CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21,1
O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,1
NC(=O)N1c2ccccc2CC(=O)c2ccccc21,1
CC#CCC(C)C(O)C=CC1C(O)CC2Oc3c(CCCC(=O)O)cccc3C21,1
CNNCc1ccc(C(=O)NC(C)C)cc1,1
CCOc1ccc(NC(C)=O)cc1,1
CC(N)(Cc1ccc(O)c(O)c1)C(=O)O,1
CCNC1CC(N)C(OC2OC(CN)=CCC2N)C(O)C1OC1OCC(C)(O)C(NC)C1O,1
CCc1cc2c(s1)N(C)C(=O)CN=C2c1ccccc1Cl,1
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,1
CCc1oc2ccccc2c1C(=O)c1cc(I)c(O)c(I)c1,1
CC12CC(C=O)C(=O)CC1CCC1C2CCC2(C)C1CCC2(C)O,1
COC(=O)C(c1ccccc1)C1CCCCN1,1
CC(=O)Oc1cc2c(s1)CCN(C(C(=O)C1CC1)c1ccccc1F)C2,1
CC(C)=c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1=CCC(O)CC(O)CC(=O)O,1
CCOc1ccccc1OCCNC(C)Cc1ccc(OC)c(S(N)(=O)=O)c1,1
CCC(c1ccccc1)c1c(O)c2ccccc2oc1=O,1
FC(F)OC(F)C(F)(F)F,1
CC(O)C1C(=O)N2C(C(=O)O)=C(SC3CNC(C(=O)N(C)C)C3)C(C)C12,1
NC(=O)C1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,1
CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,1
CC(=O)Nc1ccc2c(c1)Cc1ccccc1-2,1
CON=C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(C[n+]3cccc4c3CCC4)CSC12)c1csc(=N)[nH]1,1
CC1CCN(CCCC(=O)c2ccc(F)cc2)CC1,1
CC(C)(N)Cc1ccccc1,1
COc1ccc2c(C(=O)c3ccc(Cl)cc3)c(C)n(CC(=O)O)c2c1,1
CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,1
O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,1
CC(C)(C)NC(=O)C1CCC2C3CCC4NC(=O)C=CC4(C)C3CCC12C,1
COCc1c(-c2ccc(F)cc2)c(=CCC(O)CC(O)CC(=O)O)c(C(C)C)nc1=C(C)C,1
CC(=O)C1CCC2C3=CC=C4CC(=O)CCC4(C)C3CCC12C,1
C=C1CC2C(CCC3(C)C(=O)CCC23)C2(C)C=CC(=O)C=C12,1
O=C(COc1ccc(Cl)cc1)N1CCN(Cc2ccc3c(c2)OCO3)CC1,1
C#CC1(O)CCC2C3CCc4cc(O)ccc4C3CCC21C,1
CCCCCCCCNC(C)C(O)c1ccc(SC(C)C)cc1,1
CC(C)=CCCC(C)=CCCC(C)=CCC=C(C)C=Cc1c(C)c(O)c2ccccc2c1O,1
Cc1cccc(C)c1NC(=O)CC12CCCN1CCC2,1
CN(C)CCCN1c2ccccc2CCc2ccccc21,1
CS(=O)(=O)CCNCc1ccc(-c2ccc3[nH]cnc(=Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,1
CC(c1ncncc1F)C(O)(Cn1cncn1)c1ccc(F)cc1F,1
O=C(CO)NCCCOc1cccc(CN2CCCCC2)c1,1
CC12CCC3C4=C(CCC3C1CCC2O)CC(=O)CC4,1
O=c1[nH]c2ccccc2n1CCCN1CCN(C(c2ccccc2)c2ccccc2)CC1,1
O=C1C=NC(c2ccccn2)c2cc(Br)ccc2N1,1
COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c5c(c4c3C2=O)=NC2(CCN(CC(C)C)CC2)N=5)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,1
CC(C)CC(CN)CC(=O)O,1
COC(=O)NC(C(=O)NC(Cc1ccccc1)C(O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)C(NC(=O)OC)C(C)(C)C)C(C)(C)C,1
CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)O,1
CC(=O)NC1C(O)OC(CO)C(OS(=O)(=O)O)C1OC1OC(C(=O)O)C(O)C(O)C1O,1
CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,1
CCC(=O)OC(OP(=O)(CCCCc1ccccc1)CC(=O)N1CC(C2CCCCC2)CC1C(=O)O)C(C)C,1
CCCCCCCCCC(=O)OC1CCC2C3CC=C4CC(=O)CCC4C3CCC12C,1
CC(=O)N=c1[nH]nc(S(N)(=O)=O)s1,1
COCCOC(=O)C1=C(C)N=C(C)C(C(=O)OCC=Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,1
O=c1[nH]cnc2c1ncn2C1CCC(CO)O1,1
Cc1cccc(C)c1NC(=O)C(C)N,1
CC12CC3CC(C)(C1)CC(N)(C3)C2,1
CC(=O)c1ccc2c(c1)N(CCCN1CCC(CCO)CC1)c1ccccc1S2,1
CC(=O)Oc1ccccc1C(=O)O,1
CS(=O)(=O)c1ccc2c(c1)N(CCCN1CCC(C(N)=O)CC1)c1ccccc1S2,1
Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(Cc3sc(=O)[nH]c3O)cc1)O2,1
CCOC(Nc1ccc(C(=O)O)cc1)C(=O)c1ccc(-c2ccccc2)cc1,1
Cn1nnc2c(C(N)=O)ncn2c1=O,1
Cc1ccc(S(=O)(=O)NC(=O)NN2CC3CCCC3C2)cc1,1
O=C(O)c1ccc(-n2nc(-c3ccccc3O)nc2-c2ccccc2O)cc1,1
NS(=O)(=O)c1cc2c(cc1Cl)NC(C1CC3C=CC1C3)NS2(=O)=O,1
CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12,1
CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C32OO4,1
CC(NN)c1ccccc1,1
CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,1
N=C(N)Nc1ccc(C(=O)Oc2ccc3cc(C(=N)N)ccc3c2)cc1,1
CC(Cc1ccc(O)cc1)NCC(O)c1cc(O)cc(O)c1,1
CCOC(=O)OC(C)OC1=C(C(=O)N=c2cccc[nH]2)N(C)S(=O)(=O)c2ccccc21,1
CC1(C)SC2C(NC(=O)C(N)c3ccc(O)cc3)C(=O)N2C1C(=O)O,1
Cc1c(N(C)CS(=O)(=O)O)c(=O)n(-c2ccccc2)n1C,1
OCCO,1
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3CCC21CC,1
CCCCNc1ccc(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)cc1,1
N=c1[nH]c(=NC2CC2)c2ncn(C3C=CC(CO)C3)c2[nH]1,1
CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,1
Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1,1
CC(C(=O)O)c1ccc2oc(-c3ccc(Cl)cc3)nc2c1,1
Cc1c(OCC(F)(F)F)ccnc1C[S+]([O-])c1nc2ccccc2[nH]1,1
CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1,1
N=c1[nH]c(=O)c2ncn(COCCO)c2[nH]1,1
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,1
COc1cccc2c(O)c3c(O)c4c(c(O)c3c(O)c12)=C(OC1CC(N)C(OC2CCCCO2)C(C)O1)CC(O)(C(=O)CO)C=4,1
O=C(O)COC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl,1
Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1,1
COC1CC(OC2C(C)C(=O)OC(C)C(C)C(OC(C)=O)C(C)C(=O)C3(CO3)CC(C)C(OC3OC(C)CC(N(C)C)C3OC(C)=O)C2C)OC(C)C1OC(C)=O,1
O=C(NCCO[N+](=O)[O-])c1cccnc1,1
CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,1
CC(C)(Oc1ccc(C2CC2(Cl)Cl)cc1)C(=O)O,1
NCC(CC(=O)O)c1ccc(Cl)cc1,1
CN(C)CCC=C1c2ccccc2CCc2ccccc21,1
O=c1c(Cc2c(O)oc3ccccc3c2=O)c(O)oc2ccccc12,1
CN(CC(=O)N1CCOCC1)Cc1c(Cl)cccc1NC(=O)c1ccccc1,1
CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1,1
CC(=O)C1(O)CCC2C3=CC(Cl)=C4CC(=O)CCC4(C)C3CCC21C,1
CCC(COC(=O)c1cc(OC)c(OC)c(OC)c1)(c1ccccc1)N(C)C,1
CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C,1
COc1c(OC2OC(CO)C(O)C(O)C2O)cc2c(c1OC)-c1ccc(SC)c(=O)cc1C(NC(C)=O)CC2,1
CCO,1
CN(C)Cc1ccc(CSCCN=C(C[N+](=O)[O-])NCc2ccc3c(c2)OCO3)o1,1
CC12Cc3c[nH]nc3CC1CCC1C2CCC2(C)C1CCC2(C)O,1
CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,1
NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O,1
O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,1
Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,1
CN1C(C(=O)N=c2cccc[nH]2)C(=O)c2ccccc2S1(=O)=O,1
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)CN(C)C(C)C(O)C1(C)O,1
O=C(C[S+]([O-])Cc1ccco1)NCC=CCOc1cc(CN2CCCCC2)ccn1,1
CS(=O)(=O)c1ccc(-c2coc(O)c2-c2ccccc2)cc1,1
CC12CCC3C(CCC4CC(=O)CCC43C)C1CCC2O,1
CC(C)NNC(=O)c1ccncc1,1
COc1ccc(C=CC(=O)Nc2ccccc2C(=O)O)cc1OC,1
CC(=O)Nc1cc([As](=O)(O)O)ccc1O,1
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1F,1
CC(=O)SCC(Cc1ccccc1)C(=O)NCC(=O)OCc1ccccc1,1
C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(C)C)CC(O)CC1O,1
COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,1
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,1
CN(Cc1cc(Br)cc(Br)c1N)C1CCCCC1,1
CCCC(CCC)C(N)=O,1
C#CC1(OC(C)=O)CCC2C3CCC4=CC(OC(C)=O)CCC4C3CCC21C,1
O=C(O)CCCCCCNC1c2ccccc2CCc2ccccc21,1
CC(C)(ON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(C[n+]3ccccc3)CSC12)c1csc(=N)[nH]1)C(=O)[O-],1
CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC,1
COc1cc(C2c3cc4c(cc3C(OC3OC5COC(c6cccs6)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O,1
CC(C)c1nc(CN(C)C(=O)NC(C(=O)NC(Cc2ccccc2)CC(O)C(Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,1
NC1C(O)OC(CO)C(O)C1O,1
CC(C(=O)O)c1ccc2c(c1)CC(=O)c1ccccc1S2,1
CN(C)CCN(Cc1cccs1)c1ccccn1,1
O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,1
CCCC(CCC)C(=O)O,1
CC1NCc2cc(-c3ccc4c(=O)c(C(=O)O)cn(C5CC5)c4c3OC(F)F)ccc21,1
OCCN1CCN(CCC=C2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,1
NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(N)CC1O,1
O=C(CCNNC(=O)c1ccncc1)NCc1ccccc1,1
CC(C)(C)C(=O)OCOC(=O)C1N2C(=O)C(N=CN3CCCCCC3)C2SC1(C)C,1
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC1CC1,1
CC(=O)Oc1ccc(C2(c3ccc(OC(C)=O)cc3)C(=O)N(C(C)=O)c3ccccc32)cc1,1
COc1ccnc(C[S+]([O-])c2nc3cc(OC(F)F)ccc3[nH]2)c1OC,1
COCCc1ccc(OCC(O)CNC(C)C)cc1,1
Cc1nc(=O)c2cc(CN(C)c3ccc(C(=O)NC(CCC(=O)O)C(=O)O)s3)ccc2[nH]1,1
CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,1
CCc1ccc(CCOc2ccc(Cc3sc(=O)[nH]c3O)cc2)nc1,1
NC(C(=O)NC1C(=O)N2C(C(=O)O)=C(Cl)CCC12)c1ccccc1,1
Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,1
Nc1c(Br)cc(Br)cc1CNC1CCC(O)CC1,1
CN(C)CCC=C1c2ccccc2COc2ccc(CC(=O)O)cc21,1
NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O,1
O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,1
Cn1nnnc1SC=C1CSC2C(NC(=O)C(O)c3ccccc3)C(=O)N2C1C(=O)O,1
CC(=O)C1NC(=O)C(CCCCN)NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(Cc2ccccc2)NC(=O)C(NC(=O)C(N)Cc2ccccc2)CSSCC(C(=O)NC(CO)C(C)O)NC1O,1
COC(=O)C1=C(C)N=C(C)C(C(=O)OC2CCCN(Cc3ccccc3)C2)C1c1cccc([N+](=O)[O-])c1,1
CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)O,1
CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1,1
Cc1cc(=NS(=O)(=O)c2ccc(N)cc2)[nH]o1,1
CCC1(c2ccccc2)CCC(=O)NC1=O,1
CC(=O)C1(O)CCC2C3=CC(Cl)=C4CC(=O)C5CC5C4(C)C3CCC21C,1
CCN(CC)C(=O)Nc1ccc(OCC(O)CNC(C)(C)C)c(C(C)=O)c1,1
NC(=O)c1cnccn1,1
CC(NCCc1ccc(O)cc1)C(O)c1ccc(O)cc1,1
O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O,1
OC1COC2C(O)COC12,1
c1ccc2c(c1)Sc1ccccc1N2CC1CN2CCC1CC2,1
CCC(C(N)=O)N1CCCC1=O,1
CCOC(=O)C=C(C)C=CC=C(C)C=Cc1c(C)cc(OC)c(C)c1C,1
CCOC(O)c1nc(-c2ccccc2F)c2cc(Cl)ccc2nc1=O,1
CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,1
Cc1cc(C(C)(C)C)cc(C)c1CC1=NCCN1,1
CC(=O)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C,1
CON=C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CSC12)c1csc(=N)[nH]1,1
O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1,1
CCCSc1ccc2[nH]c(=NC(=O)OC)[nH]c2c1,1
CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1,1
Cc1cccc(Nc2ccccc2C(=O)O)c1C,1
NC(=O)c1ncn(C2OC(CO)C(O)C2O)c1O,1
COc1ccccc1N1CCN(CCCNc2cc(=O)n(C)c(=O)n2C)CC1,1
O=c1[nH]cc(N(CCCl)CCCl)c(=O)[nH]1,1
COc1cc(C)c(C=CC(C)=CC=CC(C)=CC(=O)O)c(C)c1C,1
FC(F)OC(F)(F)C(F)Cl,1
COc1[nH]c(=N)nc2c1ncn2C1OC(CO)C(O)C1O,1
NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,1
CCCN(CCC)C(=O)Cc1c(-c2ccc(Cl)cc2)nc2ccc(Cl)cn12,1
Cc1cccc(C)c1OCC(=O)NC(Cc1ccccc1)C(O)CC(Cc1ccccc1)NC(=O)C(C(C)C)N1CCCNC1=O,1
NC(CSCCCO)C(=O)O,1
Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)O)c1,1
O=C(NCC1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1,1
Nc1ccc(O)c(C(=O)O)c1,1
N=c1[nH]cnc2c1ncn2C1OC(CO)CC1F,1
CCN(CC)CCOC(=O)C(Cc1cccc2ccccc12)CC1CCCO1,1
CC1CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CCl,1
CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,1
N=c1ccn(C2CSC(CO)O2)c(=O)[nH]1,1
Cc1[nH]cnc1CN1CCc2c(c3ccccc3n2C)C1=O,1
CCN(CC)CCNC(=O)c1cc(S(C)(=O)=O)ccc1OC,1
CN(C)CCC=C1c2ccccc2C=Cc2ccccc21,1
CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,1
CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1,0
CNC(=O)c1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,0
COc1cc2[nH]c(N3CCN(C(=O)C4CCCO4)CC3)nc(=N)c2cc1OC,0
C=CCC1(CC(C)C)C(=O)NC(=O)NC1=O,0
C=CCN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5,0
NCC1OC(OC2C(CO)OC(OC3C(O)C(N)CC(N)C3OC3OC(CO)C(O)C(O)C3N)C2O)C(N)C(O)C1O,0
CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1Cc2cc(OC)c(OC)cc2CC1C(=O)O,0
CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,0
CCCCN1CC(O)C(O)C(O)C1CO,0
CN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5,0
CC1CN(CC(Cc2ccccc2)C(=O)NCC(=O)O)CCC1(C)c1cccc(O)c1,0
CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,0
CC(C)=CCN1CCC2(C)c3cc(O)ccc3CC1C2C,0
O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,0
NC(Cc1ccc(O)c(O)c1)C(=O)O,0
N=c1ccn(C2CCC(CO)O2)c(=O)[nH]1,0
CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12,0
C=C1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5,0
COc1ccc(OC)c(C(O)C(C)N)c1,0
CC1C=CC=CCCC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)C(O)CCC(O)CC(O)CC(O)CC(=O)OC(C)C(C)C1O)CC(O)C2C(=O)O,0
NCCc1ccc(O)c(O)c1,0
CC(C)(C)NCC(O)COc1cccc2c1CC(O)C(O)C2,0
N=c1[nH]c2c(c(=O)[nH]1)N(C=O)C(CNc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)CN2,0
CCCc1nc(C(C)(C)O)c(C(=O)O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,0
CC(=O)C(O)O,0
CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,0
CCCC1OC2CC3C4CC=C5CC(=O)C=CC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1,0
CN(C)CCc1c[nH]c2ccc(CC3COC(=O)N3)cc12,0
CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1,0
Cc1cc(=NC(=O)C2C(=O)c3ccccc3S(=O)(=O)N2C)[nH]o1,0
CCCCC1(CC)C(=O)NC(=O)NC1=O,0
CN1C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,0
Clc1ccc(CCC(Cn2ccnc2)Sc2c(Cl)cccc2Cl)cc1,0
COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(OCCO)C(OC)C2)CC(=O)C(C)=CC(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C1C,0
COC1OC2OC3(C)CCC4C(C)CCC(C1C)C24OO3,0
CN(C)C1C(=O)C(C(N)=O)C(=O)C2(O)C(=O)C3C(=O)c4c(O)cccc4C(C)(O)C3C(O)C12,0
COc1cccc(C2(O)CCCCC2CN(C)C)c1,0
OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1,0
CC(Cc1ccc(O)c(O)c1)(NN)C(=O)O,0
NCCCCCC(=O)O,0
COc1cc2[nH]c(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(=N)c2cc1OC,0
CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12,0
CN1CC(C(=O)NC2(C)OC3(O)C4CCCN4C(=O)C(Cc4ccccc4)N3C2=O)=CC2c3cccc4[nH]cc(c34)CC21,0
